start_station_id,end_station_id,start_time,end_time
47,532,2021-05-07T14:59:27,2021-05-07T15:11:30
47,359,2021-05-07T15:13:40,2021-05-07T15:18:08
462,359,2021-05-07T15:32:46,2021-05-07T15:40:39
532,379,2021-05-07T15:32:51,2021-05-07T15:49:53
911,911,2021-05-07T15:45:16,2021-05-07T15:49:55
533,911,2021-05-07T16:03:41,2021-05-07T16:13:34
47,364,2021-05-07T16:16:49,2021-05-07T16:20:12
364,363,2021-05-07T16:21:38,2021-05-07T16:24:19
364,364,2021-05-07T16:26:57,2021-05-07T16:28:35
462,462,2021-05-07T16:32:21,2021-05-07T16:32:35
359,911,2021-05-07T16:34:34,2021-05-07T16:41:40
359,379,2021-05-07T16:37:05,2021-05-07T16:42:50
359,532,2021-05-07T16:47:48,2021-05-07T17:02:47
378,363,2021-05-07T16:50:36,2021-05-07T16:56:12
379,379,2021-05-07T16:53:26,2021-05-07T16:59:36
379,379,2021-05-07T16:55:23,2021-05-07T17:06:18
363,363,2021-05-07T16:56:09,2021-05-07T17:11:55
364,360,2021-05-07T17:25:56,2021-05-07T17:31:06
462,533,2021-05-07T17:39:35,2021-05-07T17:42:34
364,364,2021-05-07T17:39:55,2021-05-07T17:41:34
360,360,2021-05-07T17:53:01,2021-05-07T17:53:04
378,47,2021-05-07T17:58:13,2021-05-07T18:01:43
462,911,2021-05-07T18:05:33,2021-05-07T18:08:23
911,462,2021-05-07T18:12:07,2021-05-07T18:13:57
532,47,2021-05-07T18:12:17,2021-05-07T18:28:09
363,363,2021-05-07T18:22:22,2021-05-07T18:22:25
466,532,2021-05-07T18:23:37,2021-05-07T18:29:49
363,363,2021-05-07T18:30:35,2021-05-07T18:43:08
47,364,2021-05-07T18:31:54,2021-05-07T18:41:37
533,462,2021-05-07T18:40:25,2021-05-07T18:42:36
363,363,2021-05-07T18:43:44,2021-05-07T18:58:00
47,47,2021-05-07T18:44:56,2021-05-07T20:17:31
360,364,2021-05-07T18:47:26,2021-05-07T18:49:11
364,533,2021-05-07T18:49:21,2021-05-07T18:56:25
363,363,2021-05-07T19:06:39,2021-05-07T19:15:04
364,364,2021-05-07T19:17:42,2021-05-07T19:19:03
47,47,2021-05-07T19:50:31,2021-05-07T20:30:58
47,47,2021-05-07T20:00:36,2021-05-07T20:00:58
532,532,2021-05-07T20:01:08,2021-05-07T20:06:11
363,363,2021-05-07T20:03:06,2021-05-07T20:03:06
532,532,2021-05-07T20:35:05,2021-05-07T20:48:16
359,359,2021-05-07T20:58:15,2021-05-07T21:43:53
47,47,2021-05-07T20:59:29,2021-05-07T21:15:09
359,359,2021-05-07T21:06:52,2021-05-07T21:38:52
359,359,2021-05-07T21:14:24,2021-05-07T21:26:05
363,47,2021-05-07T21:39:07,2021-05-07T21:41:03
363,363,2021-05-07T21:39:15,2021-05-07T21:39:31
359,359,2021-05-07T21:47:38,2021-05-07T21:49:30
359,363,2021-05-07T23:02:56,2021-05-07T23:05:39
47,47,2021-05-07T23:21:20,2021-05-07T23:38:06
359,378,2021-05-08T02:22:36,2021-05-08T02:47:51
363,363,2021-05-08T07:15:04,2021-05-08T07:45:16
532,532,2021-05-08T10:15:52,2021-05-08T10:19:04
47,363,2021-05-08T10:24:45,2021-05-08T10:26:55
363,363,2021-05-08T10:31:57,2021-05-08T10:42:12
532,532,2021-05-08T10:42:26,2021-05-08T10:42:29
47,533,2021-05-08T10:45:11,2021-05-08T10:56:55
47,533,2021-05-08T10:45:12,2021-05-08T10:56:52
379,533,2021-05-08T11:20:20,2021-05-08T11:30:31
379,533,2021-05-08T11:20:25,2021-05-08T11:30:33
47,462,2021-05-08T11:22:15,2021-05-08T11:29:55
47,462,2021-05-08T11:22:24,2021-05-08T11:29:55
359,533,2021-05-08T11:30:09,2021-05-08T11:35:32
532,532,2021-05-08T11:36:18,2021-05-08T11:59:41
532,532,2021-05-08T11:38:31,2021-05-08T11:59:08
532,532,2021-05-08T11:38:31,2021-05-08T11:59:04
532,532,2021-05-08T12:01:18,2021-05-08T15:00:14
532,532,2021-05-08T12:01:27,2021-05-08T15:00:32
532,532,2021-05-08T12:02:00,2021-05-08T15:00:01
359,462,2021-05-08T12:24:22,2021-05-08T12:35:08
378,378,2021-05-08T12:50:30,2021-05-08T12:51:21
47,533,2021-05-08T13:00:09,2021-05-08T13:07:52
363,378,2021-05-08T13:04:54,2021-05-08T13:19:03
462,47,2021-05-08T13:17:44,2021-05-08T13:27:26
359,359,2021-05-08T13:33:26,2021-05-08T13:45:35
363,378,2021-05-08T13:45:16,2021-05-08T14:03:33
533,378,2021-05-08T13:50:08,2021-05-08T14:11:11
364,462,2021-05-08T14:02:02,2021-05-08T14:07:14
47,47,2021-05-08T14:12:03,2021-05-08T14:24:37
359,533,2021-05-08T14:12:30,2021-05-08T14:21:35
359,533,2021-05-08T14:13:06,2021-05-08T14:21:12
462,359,2021-05-08T14:26:29,2021-05-08T14:32:53
363,533,2021-05-08T14:26:29,2021-05-08T14:42:46
911,911,2021-05-08T14:27:17,2021-05-08T14:55:46
363,533,2021-05-08T14:27:30,2021-05-08T14:43:13
911,911,2021-05-08T14:28:03,2021-05-08T14:55:45
364,47,2021-05-08T14:31:57,2021-05-08T14:36:49
533,462,2021-05-08T14:49:47,2021-05-08T15:03:29
364,359,2021-05-08T15:03:53,2021-05-08T15:06:52
359,532,2021-05-08T15:08:06,2021-05-08T15:14:42
359,378,2021-05-08T15:08:09,2021-05-08T15:10:12
378,378,2021-05-08T15:10:19,2021-05-08T15:46:35
359,379,2021-05-08T15:17:53,2021-05-08T15:24:51
359,379,2021-05-08T15:18:11,2021-05-08T15:24:52
359,532,2021-05-08T15:20:01,2021-05-08T15:27:25
47,378,2021-05-08T15:32:38,2021-05-08T15:36:51
364,364,2021-05-08T15:39:10,2021-05-08T15:40:43
466,911,2021-05-08T16:03:11,2021-05-08T16:06:30
532,532,2021-05-08T16:05:18,2021-05-08T16:05:33
359,533,2021-05-08T16:07:36,2021-05-08T16:20:28
359,532,2021-05-08T16:08:20,2021-05-08T16:22:38
359,47,2021-05-08T16:10:37,2021-05-08T16:15:43
532,532,2021-05-08T16:13:17,2021-05-08T16:13:32
363,359,2021-05-08T16:16:33,2021-05-08T16:21:28
359,533,2021-05-08T16:17:01,2021-05-08T16:23:48
378,359,2021-05-08T16:29:23,2021-05-08T17:09:49
359,363,2021-05-08T16:32:44,2021-05-08T16:37:21
378,466,2021-05-08T16:33:07,2021-05-08T16:41:09
532,379,2021-05-08T16:39:42,2021-05-08T16:55:29
532,379,2021-05-08T16:40:40,2021-05-08T16:55:30
466,911,2021-05-08T16:54:22,2021-05-08T16:58:14
378,47,2021-05-08T16:56:20,2021-05-08T16:59:46
363,359,2021-05-08T16:56:55,2021-05-08T17:00:19
359,379,2021-05-08T17:04:02,2021-05-08T17:07:48
359,47,2021-05-08T17:09:30,2021-05-08T17:15:35
911,466,2021-05-08T17:10:19,2021-05-08T17:22:57
359,911,2021-05-08T17:12:43,2021-05-08T17:24:28
533,533,2021-05-08T17:25:36,2021-05-08T17:56:21
360,359,2021-05-08T17:28:04,2021-05-08T17:48:22
359,911,2021-05-08T17:38:17,2021-05-08T17:45:25
359,364,2021-05-08T17:50:20,2021-05-08T17:54:45
378,462,2021-05-08T17:51:31,2021-05-08T18:01:37
462,532,2021-05-08T17:59:38,2021-05-08T18:03:03
466,532,2021-05-08T18:20:39,2021-05-08T18:24:40
378,378,2021-05-08T18:23:00,2021-05-08T19:03:07
466,359,2021-05-08T18:23:16,2021-05-08T18:31:56
47,359,2021-05-08T18:31:37,2021-05-08T18:40:29
359,379,2021-05-08T18:33:58,2021-05-08T18:38:29
533,47,2021-05-08T18:39:20,2021-05-08T18:53:13
911,911,2021-05-08T18:46:42,2021-05-08T18:47:38
360,363,2021-05-08T18:52:03,2021-05-08T18:56:46
360,363,2021-05-08T18:52:49,2021-05-08T18:58:32
359,379,2021-05-08T18:54:17,2021-05-08T18:57:45
363,363,2021-05-08T19:01:56,2021-05-08T19:02:02
364,364,2021-05-08T19:29:49,2021-05-08T19:30:00
379,359,2021-05-08T19:40:29,2021-05-08T19:44:17
364,364,2021-05-08T19:45:50,2021-05-08T20:21:03
364,363,2021-05-08T19:46:33,2021-05-08T20:02:12
363,363,2021-05-08T19:58:57,2021-05-08T20:28:29
359,462,2021-05-08T20:16:03,2021-05-08T20:19:27
363,359,2021-05-08T20:19:25,2021-05-08T20:24:20
359,359,2021-05-08T20:40:25,2021-05-08T20:57:15
359,363,2021-05-08T20:54:10,2021-05-08T21:00:14
359,363,2021-05-08T20:55:15,2021-05-08T21:00:25
359,359,2021-05-08T20:56:36,2021-05-08T21:29:55
532,462,2021-05-08T21:02:12,2021-05-08T21:04:33
359,363,2021-05-08T21:05:13,2021-05-08T21:08:02
379,379,2021-05-08T21:08:46,2021-05-08T21:27:53
466,466,2021-05-08T21:10:12,2021-05-08T21:21:19
47,47,2021-05-08T21:13:07,2021-05-08T21:47:14
363,911,2021-05-08T21:20:24,2021-05-08T21:29:03
47,378,2021-05-08T21:42:19,2021-05-08T21:45:41
359,47,2021-05-08T21:48:51,2021-05-08T21:58:18
378,378,2021-05-08T22:36:32,2021-05-08T22:39:27
378,378,2021-05-08T22:37:01,2021-05-08T22:38:38
359,359,2021-05-08T23:16:41,2021-05-08T23:43:13
360,364,2021-05-09T05:46:26,2021-05-09T05:50:32
360,364,2021-05-09T05:47:55,2021-05-09T05:50:34
360,379,2021-05-09T08:34:10,2021-05-09T08:37:13
466,359,2021-05-09T08:41:23,2021-05-09T08:46:23
378,466,2021-05-09T09:23:11,2021-05-09T09:27:14
532,359,2021-05-09T10:19:04,2021-05-09T10:28:18
47,532,2021-05-09T10:31:48,2021-05-09T10:44:44
359,532,2021-05-09T11:49:07,2021-05-09T11:56:42
466,466,2021-05-09T12:15:24,2021-05-09T12:40:42
378,378,2021-05-09T12:41:52,2021-05-09T13:23:02
363,47,2021-05-09T12:46:09,2021-05-09T12:48:33
533,532,2021-05-09T12:59:01,2021-05-09T15:57:30
533,532,2021-05-09T12:59:03,2021-05-09T15:57:35
532,532,2021-05-09T13:08:48,2021-05-09T13:47:06
532,466,2021-05-09T13:11:52,2021-05-09T13:19:19
532,466,2021-05-09T13:11:58,2021-05-09T13:19:24
360,533,2021-05-09T13:12:32,2021-05-09T13:18:59
359,533,2021-05-09T13:21:11,2021-05-09T13:29:54
47,533,2021-05-09T13:45:25,2021-05-09T14:01:16
364,379,2021-05-09T14:06:55,2021-05-09T14:12:45
359,359,2021-05-09T14:07:47,2021-05-09T16:09:48
533,466,2021-05-09T14:09:12,2021-05-09T14:12:45
911,532,2021-05-09T14:13:25,2021-05-09T14:46:05
364,359,2021-05-09T14:20:28,2021-05-09T14:27:50
532,532,2021-05-09T14:31:38,2021-05-09T15:17:05
363,360,2021-05-09T14:31:41,2021-05-09T14:41:02
532,532,2021-05-09T14:33:03,2021-05-09T14:33:08
363,533,2021-05-09T14:52:40,2021-05-09T15:07:13
363,533,2021-05-09T14:53:31,2021-05-09T15:07:13
359,364,2021-05-09T15:03:15,2021-05-09T15:09:09
359,364,2021-05-09T15:04:28,2021-05-09T15:08:59
363,363,2021-05-09T15:09:49,2021-05-09T15:38:27
359,533,2021-05-09T15:14:55,2021-05-09T15:19:23
364,359,2021-05-09T15:32:16,2021-05-09T15:35:55
359,364,2021-05-09T15:44:24,2021-05-09T15:48:55
359,363,2021-05-09T16:04:58,2021-05-09T16:27:32
363,47,2021-05-09T16:07:09,2021-05-09T16:10:11
363,47,2021-05-09T16:07:25,2021-05-09T16:10:09
466,378,2021-05-09T16:12:12,2021-05-09T16:17:24
359,533,2021-05-09T16:14:56,2021-05-09T16:19:46
466,462,2021-05-09T16:22:54,2021-05-09T16:25:04
466,532,2021-05-09T16:29:14,2021-05-09T16:34:49
363,363,2021-05-09T16:31:29,2021-05-09T16:34:50
532,532,2021-05-09T16:35:55,2021-05-09T16:36:16
532,379,2021-05-09T16:40:08,2021-05-09T17:02:14
359,359,2021-05-09T16:49:11,2021-05-09T16:49:25
360,359,2021-05-09T16:49:30,2021-05-09T16:52:52
379,359,2021-05-09T16:52:02,2021-05-09T16:58:56
378,533,2021-05-09T16:53:00,2021-05-09T16:58:26
359,533,2021-05-09T16:57:20,2021-05-09T18:49:58
359,533,2021-05-09T17:00:32,2021-05-09T18:49:54
532,532,2021-05-09T17:03:56,2021-05-09T17:16:22
363,47,2021-05-09T17:15:21,2021-05-09T17:17:31
532,47,2021-05-09T17:19:11,2021-05-09T17:38:19
533,533,2021-05-09T17:19:16,2021-05-09T17:23:26
533,533,2021-05-09T17:19:58,2021-05-09T17:22:59
363,363,2021-05-09T17:23:02,2021-05-09T17:27:12
363,47,2021-05-09T17:23:06,2021-05-09T17:28:28
359,379,2021-05-09T17:51:21,2021-05-09T17:58:56
364,360,2021-05-09T18:07:22,2021-05-09T18:12:00
532,359,2021-05-09T18:15:26,2021-05-09T18:22:04
379,359,2021-05-09T18:41:32,2021-05-09T18:45:54
359,379,2021-05-09T18:42:42,2021-05-09T18:46:02
359,359,2021-05-09T18:43:31,2021-05-09T19:16:14
378,378,2021-05-09T18:44:59,2021-05-09T19:18:38
47,47,2021-05-09T18:47:20,2021-05-09T18:52:02
533,364,2021-05-09T18:51:00,2021-05-09T19:48:56
47,47,2021-05-09T19:01:37,2021-05-09T19:45:42
359,359,2021-05-09T19:13:01,2021-05-09T19:28:47
359,364,2021-05-09T19:13:03,2021-05-09T19:17:39
359,364,2021-05-09T19:13:48,2021-05-09T19:17:54
911,911,2021-05-09T19:34:37,2021-05-09T19:42:34
911,911,2021-05-09T19:34:38,2021-05-09T19:42:36
359,379,2021-05-09T19:40:47,2021-05-09T19:47:09
364,364,2021-05-09T19:41:15,2021-05-09T19:49:03
363,359,2021-05-09T19:41:57,2021-05-09T19:47:20
364,364,2021-05-09T19:42:39,2021-05-09T20:16:43
47,47,2021-05-09T19:42:44,2021-05-09T20:21:56
359,359,2021-05-09T19:45:14,2021-05-09T19:59:02
359,363,2021-05-09T19:57:34,2021-05-09T20:01:41
359,379,2021-05-09T20:00:02,2021-05-09T20:05:04
462,462,2021-05-09T20:01:49,2021-05-09T20:12:18
378,363,2021-05-09T20:03:32,2021-05-09T20:12:32
47,47,2021-05-09T20:13:21,2021-05-09T20:44:47
359,359,2021-05-09T20:18:12,2021-05-09T20:33:23
378,47,2021-05-09T20:27:15,2021-05-09T20:29:26
47,47,2021-05-09T20:32:31,2021-05-09T20:53:44
363,359,2021-05-09T20:37:09,2021-05-09T20:57:58
47,378,2021-05-09T20:41:38,2021-05-09T20:44:48
359,533,2021-05-09T20:44:12,2021-05-09T20:49:14
359,359,2021-05-09T20:54:04,2021-05-09T20:54:34
359,363,2021-05-09T20:54:57,2021-05-09T21:01:28
359,359,2021-05-09T20:56:09,2021-05-09T21:17:19
363,533,2021-05-09T20:56:31,2021-05-09T21:05:53
47,359,2021-05-09T21:09:03,2021-05-09T21:50:05
532,462,2021-05-09T21:18:42,2021-05-09T21:21:19
47,47,2021-05-09T21:23:31,2021-05-09T22:10:38
47,47,2021-05-09T21:27:25,2021-05-09T21:42:41
363,363,2021-05-09T21:29:34,2021-05-09T21:30:03
359,359,2021-05-09T22:11:17,2021-05-09T22:24:12
360,379,2021-05-09T22:22:55,2021-05-09T22:25:44
359,359,2021-05-09T23:24:08,2021-05-09T23:34:10
359,359,2021-05-09T23:53:19,2021-05-10T00:03:13
359,378,2021-05-10T00:15:36,2021-05-10T00:35:56
359,359,2021-05-10T01:11:25,2021-05-10T01:12:32
533,47,2021-05-10T07:56:35,2021-05-10T08:14:56
466,466,2021-05-10T08:31:00,2021-05-10T08:48:50
378,378,2021-05-10T08:42:54,2021-05-10T08:43:52
363,359,2021-05-10T09:02:55,2021-05-10T09:05:49
466,363,2021-05-10T09:17:20,2021-05-10T09:21:42
359,363,2021-05-10T10:07:37,2021-05-10T10:10:29
378,359,2021-05-10T10:18:10,2021-05-10T10:21:03
378,47,2021-05-10T10:46:13,2021-05-10T10:50:51
363,466,2021-05-10T10:49:16,2021-05-10T10:56:59
47,378,2021-05-10T11:53:42,2021-05-10T11:57:33
532,532,2021-05-10T11:54:43,2021-05-10T12:36:15
533,359,2021-05-10T12:15:05,2021-05-10T12:35:04
462,359,2021-05-10T12:15:39,2021-05-10T12:20:56
379,533,2021-05-10T12:50:23,2021-05-10T13:01:58
379,360,2021-05-10T13:02:46,2021-05-10T13:07:30
911,360,2021-05-10T13:08:12,2021-05-10T13:15:47
359,47,2021-05-10T13:20:08,2021-05-10T13:26:08
359,462,2021-05-10T13:22:29,2021-05-10T13:28:15
359,359,2021-05-10T13:42:23,2021-05-10T13:59:42
360,379,2021-05-10T13:48:42,2021-05-10T13:53:43
462,47,2021-05-10T13:56:04,2021-05-10T14:03:45
379,359,2021-05-10T14:07:09,2021-05-10T14:11:46
378,911,2021-05-10T15:16:36,2021-05-10T15:23:17
359,533,2021-05-10T15:20:19,2021-05-10T15:26:21
359,533,2021-05-10T15:20:22,2021-05-10T15:26:28
359,359,2021-05-10T15:25:39,2021-05-10T15:26:12
47,466,2021-05-10T15:45:29,2021-05-10T15:53:20
359,533,2021-05-10T16:27:51,2021-05-10T16:36:42
359,533,2021-05-10T16:27:52,2021-05-10T16:36:44
533,911,2021-05-10T16:30:02,2021-05-10T16:37:34
378,378,2021-05-10T16:33:31,2021-05-10T16:33:59
378,378,2021-05-10T16:48:29,2021-05-10T17:32:30
462,911,2021-05-10T17:01:02,2021-05-10T17:06:07
47,47,2021-05-10T17:32:59,2021-05-10T17:33:10
47,47,2021-05-10T17:35:25,2021-05-10T17:36:17
47,47,2021-05-10T17:37:33,2021-05-10T17:38:00
47,47,2021-05-10T17:41:25,2021-05-10T17:42:06
378,378,2021-05-10T17:43:03,2021-05-10T18:15:58
47,47,2021-05-10T17:44:16,2021-05-10T18:31:31
462,360,2021-05-10T17:48:21,2021-05-10T18:09:19
379,379,2021-05-10T17:50:27,2021-05-10T17:51:57
378,378,2021-05-10T18:02:28,2021-05-10T18:38:14
363,47,2021-05-10T18:22:02,2021-05-10T18:24:29
47,47,2021-05-10T18:32:53,2021-05-10T19:15:59
379,359,2021-05-10T18:37:57,2021-05-10T18:42:55
378,359,2021-05-10T18:42:51,2021-05-10T18:45:44
363,378,2021-05-10T18:43:34,2021-05-10T18:51:28
363,359,2021-05-10T19:03:59,2021-05-10T19:11:07
466,466,2021-05-10T19:07:09,2021-05-10T19:51:55
47,359,2021-05-10T19:17:13,2021-05-10T19:29:03
359,379,2021-05-10T19:18:20,2021-05-10T19:22:35
359,47,2021-05-10T19:28:18,2021-05-10T19:34:23
359,378,2021-05-10T19:34:45,2021-05-10T19:37:23
359,359,2021-05-10T19:34:48,2021-05-10T19:42:02
378,359,2021-05-10T19:39:22,2021-05-10T20:01:23
360,47,2021-05-10T19:41:25,2021-05-10T19:47:59
359,359,2021-05-10T19:41:57,2021-05-10T19:51:03
359,359,2021-05-10T19:51:04,2021-05-10T20:01:35
359,47,2021-05-10T19:58:20,2021-05-10T20:39:50
533,911,2021-05-10T20:03:16,2021-05-10T20:34:41
379,359,2021-05-10T20:07:12,2021-05-10T20:19:43
47,363,2021-05-10T20:22:25,2021-05-10T21:22:30
359,466,2021-05-10T20:26:11,2021-05-10T20:46:10
364,379,2021-05-10T20:33:05,2021-05-10T20:35:58
364,379,2021-05-10T20:34:42,2021-05-10T20:41:06
47,378,2021-05-10T20:35:40,2021-05-10T20:41:40
379,47,2021-05-10T20:37:26,2021-05-10T21:05:14
466,359,2021-05-10T20:47:40,2021-05-10T20:57:19
363,363,2021-05-10T20:48:58,2021-05-10T21:22:49
378,378,2021-05-10T20:50:54,2021-05-10T21:07:58
359,378,2021-05-10T21:09:36,2021-05-10T21:11:41
364,359,2021-05-10T22:04:30,2021-05-10T22:06:47
359,363,2021-05-10T22:44:34,2021-05-10T22:48:06
363,378,2021-05-10T22:57:07,2021-05-10T23:05:06
359,378,2021-05-11T00:27:48,2021-05-11T00:30:41
47,47,2021-05-11T00:36:57,2021-05-11T01:14:40
379,532,2021-05-11T07:29:31,2021-05-11T07:47:11
378,47,2021-05-11T08:14:01,2021-05-11T08:16:19
47,378,2021-05-11T08:27:11,2021-05-11T08:30:12
466,363,2021-05-11T09:21:30,2021-05-11T09:25:46
533,532,2021-05-11T11:19:47,2021-05-11T11:31:51
533,532,2021-05-11T11:19:55,2021-05-11T11:31:38
462,911,2021-05-11T11:20:00,2021-05-11T11:31:49
466,462,2021-05-11T11:22:39,2021-05-11T11:25:30
360,359,2021-05-11T11:41:11,2021-05-11T11:42:53
363,378,2021-05-11T12:17:10,2021-05-11T12:22:56
359,378,2021-05-11T12:19:42,2021-05-11T12:22:26
532,47,2021-05-11T12:23:16,2021-05-11T12:38:43
359,532,2021-05-11T12:52:31,2021-05-11T13:00:54
359,532,2021-05-11T12:52:46,2021-05-11T13:01:01
378,466,2021-05-11T13:00:54,2021-05-11T13:05:39
466,532,2021-05-11T13:15:40,2021-05-11T13:19:22
363,363,2021-05-11T13:36:28,2021-05-11T13:36:59
359,911,2021-05-11T13:39:40,2021-05-11T13:43:59
360,911,2021-05-11T13:43:42,2021-05-11T13:48:47
359,462,2021-05-11T14:13:10,2021-05-11T14:25:56
532,359,2021-05-11T14:25:21,2021-05-11T14:29:18
364,359,2021-05-11T14:49:45,2021-05-11T14:53:05
359,462,2021-05-11T14:54:01,2021-05-11T14:58:20
363,363,2021-05-11T16:03:42,2021-05-11T16:03:46
532,532,2021-05-11T16:03:55,2021-05-11T16:07:29
911,359,2021-05-11T16:05:31,2021-05-11T16:21:33
379,378,2021-05-11T16:16:58,2021-05-11T16:24:03
379,462,2021-05-11T16:26:41,2021-05-11T16:32:35
378,359,2021-05-11T16:37:38,2021-05-11T16:41:14
360,462,2021-05-11T16:51:56,2021-05-11T16:56:55
378,462,2021-05-11T17:14:22,2021-05-11T17:19:13
379,363,2021-05-11T17:19:52,2021-05-11T17:23:27
363,47,2021-05-11T17:22:02,2021-05-11T17:31:15
379,359,2021-05-11T17:22:10,2021-05-11T17:28:47
359,359,2021-05-11T17:25:23,2021-05-11T19:53:55
363,47,2021-05-11T17:26:20,2021-05-11T17:27:43
462,532,2021-05-11T17:31:59,2021-05-11T17:34:38
359,533,2021-05-11T17:39:41,2021-05-11T17:45:40
359,533,2021-05-11T18:04:26,2021-05-11T18:10:31
379,359,2021-05-11T18:16:43,2021-05-11T18:22:04
462,532,2021-05-11T18:17:05,2021-05-11T18:21:47
364,359,2021-05-11T18:23:33,2021-05-11T18:42:36
378,533,2021-05-11T18:29:44,2021-05-11T18:35:43
379,379,2021-05-11T18:48:35,2021-05-11T18:57:54
47,359,2021-05-11T18:59:41,2021-05-11T19:04:59
47,359,2021-05-11T18:59:43,2021-05-11T19:04:44
47,378,2021-05-11T19:04:58,2021-05-11T19:33:47
359,532,2021-05-11T19:11:05,2021-05-11T19:16:25
364,532,2021-05-11T19:13:14,2021-05-11T19:41:38
911,532,2021-05-11T19:13:42,2021-05-11T19:56:20
363,533,2021-05-11T19:23:55,2021-05-11T19:34:37
47,47,2021-05-11T19:37:57,2021-05-11T19:38:40
47,47,2021-05-11T19:46:03,2021-05-11T20:20:41
378,363,2021-05-11T19:58:03,2021-05-11T20:21:36
359,379,2021-05-11T19:58:23,2021-05-11T20:04:01
363,47,2021-05-11T20:19:01,2021-05-11T20:21:24
47,47,2021-05-11T20:22:49,2021-05-11T20:53:34
378,379,2021-05-11T20:48:13,2021-05-11T20:52:07
378,363,2021-05-11T21:00:17,2021-05-11T21:15:23
359,379,2021-05-11T21:03:37,2021-05-11T21:10:31
359,379,2021-05-11T21:03:52,2021-05-11T21:10:33
47,462,2021-05-11T21:19:30,2021-05-11T21:25:33
47,462,2021-05-11T21:19:48,2021-05-11T21:25:30
911,359,2021-05-11T22:06:36,2021-05-11T22:18:28
359,359,2021-05-11T23:23:44,2021-05-12T00:02:08
359,363,2021-05-11T23:49:25,2021-05-11T23:51:37
359,363,2021-05-12T00:07:37,2021-05-12T00:40:47
47,47,2021-05-12T00:10:13,2021-05-12T00:18:14
359,378,2021-05-12T00:27:03,2021-05-12T00:29:35
379,359,2021-05-12T09:34:40,2021-05-12T09:37:55
379,532,2021-05-12T10:27:05,2021-05-12T10:42:48
378,378,2021-05-12T12:09:03,2021-05-12T12:10:14
359,359,2021-05-12T12:15:15,2021-05-12T13:11:35
364,47,2021-05-12T12:36:28,2021-05-12T12:39:48
364,359,2021-05-12T12:46:37,2021-05-12T12:51:23
379,359,2021-05-12T13:48:03,2021-05-12T13:58:36
359,378,2021-05-12T14:02:49,2021-05-12T14:05:40
359,359,2021-05-12T14:04:10,2021-05-12T14:04:57
360,47,2021-05-12T14:25:56,2021-05-12T14:30:59
379,379,2021-05-12T14:47:54,2021-05-12T14:48:07
47,359,2021-05-12T15:01:06,2021-05-12T15:07:34
359,364,2021-05-12T15:14:39,2021-05-12T15:17:48
47,47,2021-05-12T15:21:14,2021-05-12T15:22:45
466,462,2021-05-12T15:37:24,2021-05-12T15:39:51
378,47,2021-05-12T15:37:28,2021-05-12T15:39:47
359,532,2021-05-12T16:11:26,2021-05-12T16:19:59
359,47,2021-05-12T16:15:07,2021-05-12T16:24:40
47,364,2021-05-12T16:19:09,2021-05-12T16:23:38
359,47,2021-05-12T16:33:27,2021-05-12T16:38:54
47,359,2021-05-12T16:36:11,2021-05-12T16:43:52
47,462,2021-05-12T16:38:20,2021-05-12T16:48:43
462,532,2021-05-12T16:58:48,2021-05-12T17:10:23
364,47,2021-05-12T17:03:08,2021-05-12T17:09:11
47,532,2021-05-12T17:11:14,2021-05-12T17:34:33
359,532,2021-05-12T17:11:21,2021-05-12T21:21:08
47,462,2021-05-12T17:20:00,2021-05-12T17:37:35
359,359,2021-05-12T17:24:59,2021-05-12T17:25:53
359,466,2021-05-12T17:30:17,2021-05-12T17:35:30
359,359,2021-05-12T17:30:31,2021-05-12T17:30:35
359,359,2021-05-12T17:38:04,2021-05-12T17:49:01
359,532,2021-05-12T17:44:05,2021-05-12T17:55:12
359,363,2021-05-12T18:00:42,2021-05-12T18:05:08
911,466,2021-05-12T18:01:06,2021-05-12T18:06:33
532,359,2021-05-12T18:07:08,2021-05-12T18:17:10
359,533,2021-05-12T18:10:52,2021-05-12T18:16:10
363,47,2021-05-12T18:22:52,2021-05-12T18:24:54
378,378,2021-05-12T18:23:22,2021-05-12T19:04:45
359,47,2021-05-12T18:25:49,2021-05-12T18:31:31
363,47,2021-05-12T18:33:19,2021-05-12T18:34:30
360,533,2021-05-12T18:35:21,2021-05-12T18:46:22
359,533,2021-05-12T18:39:32,2021-05-12T18:46:17
47,47,2021-05-12T18:52:36,2021-05-12T20:00:56
47,47,2021-05-12T18:53:29,2021-05-12T20:00:52
379,359,2021-05-12T19:02:45,2021-05-12T19:25:34
379,360,2021-05-12T19:06:57,2021-05-12T19:29:10
47,364,2021-05-12T19:09:38,2021-05-12T19:15:21
359,359,2021-05-12T19:19:16,2021-05-12T19:31:57
360,911,2021-05-12T19:27:18,2021-05-12T19:32:23
379,364,2021-05-12T19:29:14,2021-05-12T19:31:07
378,533,2021-05-12T19:31:23,2021-05-12T21:16:43
359,359,2021-05-12T19:44:50,2021-05-12T19:45:19
359,363,2021-05-12T19:45:51,2021-05-12T20:12:54
363,363,2021-05-12T20:15:52,2021-05-12T20:29:10
379,533,2021-05-12T20:16:55,2021-05-12T20:25:24
363,47,2021-05-12T20:17:25,2021-05-12T20:18:50
466,466,2021-05-12T20:23:14,2021-05-12T20:51:18
466,466,2021-05-12T20:23:32,2021-05-12T20:51:26
359,363,2021-05-12T20:31:16,2021-05-12T20:34:57
47,47,2021-05-12T20:31:43,2021-05-12T20:31:53
